"ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","strand"
"ENSG00000155269","GPR78","4",8558725,8619761,1
"ENSG00000155275","TRMT44","4",8436140,8493531,1
"ENSG00000155287","SLC25A28","10",99610519,99622793,-1
"ENSG00000155304","HSPA13","21",14371115,14383484,-1
"ENSG00000155307","SAMSN1","21",14485228,14658821,-1
"ENSG00000155313","USP25","21",15729982,15880064,1
"ENSG00000155324","GRAMD2B","5",126360132,126496494,1
"ENSG00000155329","ZCCHC10","5",132996985,133026604,-1
"ENSG00000155330","C16orf87","16",46796603,46831180,-1
"ENSG00000155363","MOV10","1",112673141,112700756,1
"ENSG00000155366","RHOC","1",112701127,112707434,-1
"ENSG00000155367","PPM1J","1",112709994,112715332,-1
"ENSG00000155368","DBI","2",119366924,119372550,1
"ENSG00000155380","SLC16A1","1",112911847,112957593,-1
"ENSG00000155393","HEATR3","16",50065967,50107272,1
"ENSG00000155438","NIFK","2",121726945,121736911,-1
"ENSG00000155463","OXA1L","14",22766522,22773042,1
"ENSG00000155465","SLC7A7","14",22773222,22829820,-1
"ENSG00000155506","LARP1","5",154682986,154817605,1
"ENSG00000155508","CNOT8","5",154857553,154876792,1
"ENSG00000155511","GRIA1","5",153489615,153813869,1
"ENSG00000155530","LRGUK","7",134127299,134264595,1
"ENSG00000155542","SETD9","5",56909260,56925532,1
"ENSG00000155545","MIER3","5",56919602,56971675,-1
"ENSG00000155561","NUP205","7",135557917,135648757,1
"ENSG00000155592","ZKSCAN2","16",25236001,25257845,-1
"ENSG00000155621","C9orf85","9",71911510,71986054,1
"ENSG00000155629","PIK3AP1","10",96593315,96720514,-1
"ENSG00000155636","RBM45","2",178112424,178139011,1
"ENSG00000155657","TTN","2",178525989,178830802,-1
"ENSG00000155660","PDIA4","7",149003062,149028662,-1
"ENSG00000155666","KDM8","16",27203508,27221768,1
"ENSG00000155729","KCTD18","2",200488958,200519784,-1
"ENSG00000155744","HYCC2","2",200973718,201071671,-1
"ENSG00000155755","TMEM237","2",201620184,201643570,-1
"ENSG00000155760","FZD7","2",202033855,202038441,1
"ENSG00000155761","SPAG17","1",117953590,118185228,-1
"ENSG00000155792","DEPTOR","8",119873717,120050918,1
"ENSG00000155816","FMN2","1",240014348,240475187,1
"ENSG00000155827","RNF20","9",101533853,101563344,1
"ENSG00000155846","PPARGC1B","5",149730298,149855022,1
"ENSG00000155849","ELMO1","7",36852906,37449223,-1
"ENSG00000155850","SLC26A2","5",149960758,149993455,1
"ENSG00000155858","LSM11","5",157743712,157760709,1
"ENSG00000155868","MED7","5",157137424,157159019,-1
"ENSG00000155876","RRAGA","9",19049427,19051025,1
"ENSG00000155886","SLC24A2","9",19507452,19789037,-1
"ENSG00000155893","PXYLP1","3",141228726,141367753,1
"ENSG00000155897","ADCY8","8",130780301,131040909,-1
"ENSG00000155903","RASA2","3",141487027,141615344,1
"ENSG00000155906","RMND1","6",151398898,151452158,-1
"ENSG00000155926","SLA","8",133036728,133102912,-1
"ENSG00000155957","TMBIM4","12",66135846,66170027,-1
"ENSG00000155959","VBP1","X",155197007,155239841,1
"ENSG00000155961","RAB39B","X",155258235,155264491,-1
"ENSG00000155966","AFF2","X",148500617,149000663,1
"ENSG00000155970","MICU3","8",17027238,17122642,1
"ENSG00000155974","GRIP1","12",66347431,67069162,-1
"ENSG00000155975","VPS37A","8",17246931,17302427,1
"ENSG00000155980","KIF5A","12",57546026,57586633,1
"ENSG00000156011","PSD3","8",18527303,19084730,-1
"ENSG00000156017","CARNMT1","9",74980790,75028423,-1
"ENSG00000156026","MCU","10",72692143,72887694,1
"ENSG00000156030","MIDEAS","14",73715122,73790285,-1
"ENSG00000156042","CFAP70","10",73253762,73358864,-1
"ENSG00000156049","GNA14","9",77423079,77648322,-1
"ENSG00000156050","FAM161B","14",73931501,73950414,-1
"ENSG00000156052","GNAQ","9",77716097,78031811,-1
"ENSG00000156076","WIF1","12",65050626,65121305,-1
"ENSG00000156097","GPR61","1",109539872,109548406,1
"ENSG00000156103","MMP16","8",88032011,88328025,-1
"ENSG00000156110","ADK","10",74151202,74709963,1
"ENSG00000156113","KCNMA1","10",76869601,77638369,-1
"ENSG00000156136","DCK","4",70992538,71030914,1
"ENSG00000156140","ADAMTS3","4",72280969,72569221,-1
"ENSG00000156162","DPY19L4","8",94719703,94793836,1
"ENSG00000156170","NDUFAF6","8",94895533,95116455,1
"ENSG00000156171","DRAM2","1",111117163,111140203,-1
"ENSG00000156172","CFAP418","8",95244913,95269201,-1
"ENSG00000156218","ADAMTSL3","15",83654088,84039842,1
"ENSG00000156232","WHAMM","15",82809628,82836108,1
"ENSG00000156239","N6AMT1","21",28872191,28885371,-1
"ENSG00000156253","RWDD2B","21",29004384,29019360,-1
"ENSG00000156256","USP16","21",29024629,29054488,1
"ENSG00000156261","CCT8","21",29055805,29073797,-1
"ENSG00000156265","MAP3K7CL","21",29077471,29175889,1
"ENSG00000156273","BACH1","21",29194071,29630751,1
"ENSG00000156298","TSPAN7","X",38561542,38688920,1
"ENSG00000156299","TIAM1","21",31118416,31559977,-1
"ENSG00000156304","SCAF4","21",31671000,31732118,-1
"ENSG00000156313","RPGR","X",38269163,38327544,-1
"ENSG00000156345","CDK20","9",87966441,87974753,-1
"ENSG00000156374","PCGF6","10",103302796,103351144,-1
"ENSG00000156381","ANKRD9","14",102501767,102509799,-1
"ENSG00000156384","SFR1","10",104122058,104126385,1
"ENSG00000156395","SORCS3","10",104641290,105265242,1
"ENSG00000156398","SFXN2","10",102714538,102743492,1
"ENSG00000156411","ATP5MJ","14",103912288,103928269,-1
"ENSG00000156427","FGF18","5",171419647,171457626,1
"ENSG00000156453","PCDH1","5",141853090,141879246,-1
"ENSG00000156463","SH3RF2","5",145936578,146081791,1
"ENSG00000156466","GDF6","8",96142333,96160806,-1
"ENSG00000156467","UQCRB","8",96222947,96235546,-1
"ENSG00000156469","MTERF3","8",96239398,96261610,-1
"ENSG00000156471","PTDSS1","8",96261902,96336995,1
"ENSG00000156475","PPP2R2B","5",146580742,147084784,-1
"ENSG00000156482","RPL30","8",98024851,98046469,-1
"ENSG00000156500","PABIR3","X",134796395,134854835,1
"ENSG00000156502","SUPV3L1","10",69180234,69209099,1
"ENSG00000156504","PABIR2","X",134769566,134797232,-1
"ENSG00000156508","EEF1A1","6",73489308,73525587,-1
"ENSG00000156509","FBXO43","8",100133351,100145817,-1
"ENSG00000156515","HK1","10",69269984,69401884,1
"ENSG00000156521","TYSND1","10",70137981,70146700,-1
"ENSG00000156531","PHF6","X",134373288,134428791,1
"ENSG00000156535","CD109","6",73695785,73828316,1
"ENSG00000156574","NODAL","10",70431936,70447951,-1
"ENSG00000156587","UBE2L6","11",57551656,57568284,-1
"ENSG00000156599","ZDHHC5","11",57667747,57701182,1
"ENSG00000156603","MED19","11",57703710,57712221,-1
"ENSG00000156639","ZFAND3","6",37819727,38154624,1
"ENSG00000156642","NPTN","15",73560014,73634134,-1
"ENSG00000156650","KAT6B","10",74824927,75032624,1
"ENSG00000156671","SAMD8","10",75099586,75182123,1
"ENSG00000156675","RAB11FIP1","8",37858618,37899497,-1
"ENSG00000156687","UNC5D","8",35235475,35796550,1
"ENSG00000156689","GLYATL2","11",58834065,58904215,-1
"ENSG00000156697","UTP14A","X",129906121,129929761,1
"ENSG00000156709","AIFM1","X",130124666,130165879,-1
"ENSG00000156711","MAPK13","6",36127809,36144524,1
"ENSG00000156735","BAG4","8",38176533,38213301,1
"ENSG00000156787","TBC1D31","8",123041968,123152153,1
"ENSG00000156795","NTAQ1","8",123416726,123470028,1
"ENSG00000156802","ATAD2","8",123319850,123416350,-1
"ENSG00000156804","FBXO32","8",123497889,123541206,-1
"ENSG00000156831","NSMCE2","8",125091679,125367120,1
"ENSG00000156853","ZNF689","16",30602558,30624012,-1
"ENSG00000156858","PRR14","16",30650717,30656413,1
"ENSG00000156860","FBRS","16",30658431,30670810,1
"ENSG00000156869","FRRS1","1",99703970,99766635,-1
"ENSG00000156873","PHKG2","16",30748293,30761176,1
"ENSG00000156875","MFSD14A","1",100038095,100083377,1
"ENSG00000156876","SASS6","1",100083563,100132955,-1
"ENSG00000156925","ZIC3","X",137566127,137577691,1
"ENSG00000156928","MALSU1","7",23298739,23311729,1
"ENSG00000156931","VPS8","3",184812143,185052614,1
"ENSG00000156958","GALK2","15",49155656,49367869,1
"ENSG00000156959","LHFPL4","3",9498361,9553822,-1
"ENSG00000156966","B3GNT7","2",231395710,231401164,1
"ENSG00000156968","MPV17L","16",15395754,15413271,1
"ENSG00000156970","BUB1B","15",40161023,40221123,1
"ENSG00000156973","PDE6D","2",231732433,231786272,-1
"ENSG00000156976","EIF4A2","3",186783205,186789897,1
"ENSG00000156983","BRPF1","3",9731729,9748019,1
"ENSG00000156990","RPUSD3","3",9837849,9844602,-1
"ENSG00000157005","SST","3",187668912,187670394,-1
"ENSG00000157014","TATDN2","3",10248023,10281218,1
"ENSG00000157020","SEC13","3",10293131,10321112,-1
"ENSG00000157021","CIBAR1P1","15",41163162,41164374,1
"ENSG00000157036","EXOG","3",38496127,38542161,1
"ENSG00000157045","NTAN1","16",15037854,15056079,-1
"ENSG00000157064","NMNAT2","1",183248237,183418380,-1
"ENSG00000157077","ZFYVE9","1",52142089,52348671,1
"ENSG00000157087","ATP2B2","3",10324023,10708007,-1
"ENSG00000157103","SLC6A1","3",10992186,11039247,1
"ENSG00000157106","SMG1","16",18804860,18926408,-1
"ENSG00000157107","FCHO2","5",72956041,73090522,1
"ENSG00000157110","RBPMS","8",30384511,30572256,1
"ENSG00000157150","TIMP4","3",12153068,12158912,-1
"ENSG00000157152","SYN2","3",12004388,12192032,1
"ENSG00000157168","NRG1","8",31639222,32855666,1
"ENSG00000157181","ODR4","1",186375838,186421378,1
"ENSG00000157184","CPT2","1",53196792,53214197,1
"ENSG00000157191","NECAP2","1",16440721,16460078,1
"ENSG00000157193","LRP8","1",53242364,53328469,-1
"ENSG00000157212","PAXIP1","7",154943687,155003124,-1
"ENSG00000157214","STEAP2","7",90167590,90238137,1
"ENSG00000157216","SSBP3","1",54225432,54413479,-1
"ENSG00000157224","CLDN12","7",90383721,90513402,1
"ENSG00000157227","MMP14","14",22836560,22849041,1
"ENSG00000157240","FZD1","7",91264433,91271326,1
"ENSG00000157259","GATAD1","7",92447482,92460075,1
"ENSG00000157303","SUSD3","9",93058688,93085133,1
"ENSG00000157306","ZFHX2-AS1","14",23511760,23560778,1
"ENSG00000157322","CLEC18A","16",69950705,69964452,1
"ENSG00000157326","DHRS4","14",23953734,23969279,1
"ENSG00000157335","CLEC18C","16",70173322,70187361,1
"ENSG00000157343","ARMC12","6",35737032,35749079,1
"ENSG00000157349","DDX19B","16",70289663,70335305,1
"ENSG00000157350","ST3GAL2","16",70375977,70439237,-1
"ENSG00000157353","FCSK","16",70454595,70480274,1
"ENSG00000157368","IL34","16",70579895,70660682,1
"ENSG00000157379","DHRS1","14",24290598,24299780,-1
"ENSG00000157388","CACNA1D","3",53328963,53813733,1
"ENSG00000157399","ARSL","X",2934045,2968475,-1
"ENSG00000157404","KIT","4",54657267,54740783,1
"ENSG00000157423","HYDIN","16",70802084,71230722,-1
"ENSG00000157426","AASDH","4",56338287,56387508,-1
"ENSG00000157429","ZNF19","16",71464555,71565089,-1
"ENSG00000157445","CACNA2D3","3",54122547,55074557,1
"ENSG00000157450","RNF111","15",58865175,59097419,1
"ENSG00000157456","CCNB2","15",59105126,59125045,1
"ENSG00000157470","FAM81A","15",59372693,59523555,1
"ENSG00000157483","MYO1E","15",59132434,59372871,-1
"ENSG00000157500","APPL1","3",57227726,57278105,1
"ENSG00000157502","PWWP3B","X",106168305,106208956,1
"ENSG00000157510","AFAP1L1","5",149271859,149343637,1
"ENSG00000157514","TSC22D3","X",107713221,107777342,-1
"ENSG00000157538","VPS26C","21",37223420,37267919,-1
"ENSG00000157540","DYRK1A","21",37365573,37526358,1
"ENSG00000157542","KCNJ6","21",37607373,38121345,-1
"ENSG00000157554","ERG","21",38380027,38661780,-1
"ENSG00000157557","ETS2","21",38805183,38824955,1
"ENSG00000157570","TSPAN18","11",44726465,44932423,1
"ENSG00000157578","LCA5L","21",39405728,39445805,-1
"ENSG00000157593","SLC35B2","6",44254096,44257890,-1
"ENSG00000157600","TMEM164","X",110002631,110182734,1
"ENSG00000157601","MX1","21",41420020,41470071,1
"ENSG00000157613","CREB3L1","11",46277662,46321409,1
"ENSG00000157617","C2CD2","21",41885112,41954018,-1
"ENSG00000157625","TAB3","X",30827442,30975084,-1
"ENSG00000157637","SLC38A10","17",81244811,81295547,-1
"ENSG00000157654","PALM2AKAP2","9",109498325,110172512,1
"ENSG00000157657","ZNF618","9",113876282,114056593,1
"ENSG00000157680","DGKI","7",137381037,137847092,-1
"ENSG00000157693","TMEM268","9",114611206,114646422,1
"ENSG00000157734","SNX22","15",64151715,64157481,1
"ENSG00000157741","UBN2","7",139230356,139308236,1
"ENSG00000157764","BRAF","7",140719327,140924929,-1
"ENSG00000157765","SLC34A2","4",25648011,25678748,1
"ENSG00000157766","ACAN","15",88803436,88875353,1
"ENSG00000157778","PSMG3","7",1567332,1571005,-1
"ENSG00000157782","CABP1","12",120640626,120667324,1
"ENSG00000157796","WDR19","4",39182504,39285810,1
"ENSG00000157800","SLC37A3","7",140293693,140404433,-1
"ENSG00000157823","AP3S2","15",89830599,89894638,-1
"ENSG00000157827","FMNL2","2",152335174,152649826,1
"ENSG00000157833","GAREM2","2",26173088,26189663,1
"ENSG00000157837","SPPL3","12",120762510,120904358,-1
"ENSG00000157851","DPYSL5","2",26847747,26950351,1
"ENSG00000157856","DRC1","2",26401920,26456711,1
"ENSG00000157869","RAB28","4",13361354,13484365,-1
"ENSG00000157870","PRXL2B","1",2586491,2591469,1
"ENSG00000157873","TNFRSF14","1",2555639,2565382,1
"ENSG00000157881","PANK4","1",2508537,2526597,-1
"ENSG00000157890","MEGF11","15",65895079,66253756,-1
"ENSG00000157895","C12orf43","12",121000486,121016502,-1
"ENSG00000157911","PEX10","1",2403964,2413797,-1
"ENSG00000157916","RER1","1",2391775,2405442,1
"ENSG00000157927","RADIL","7",4797055,4883716,-1
"ENSG00000157933","SKI","1",2227388,2310213,1
"ENSG00000157954","WIPI2","7",5190196,5233840,1
"ENSG00000157978","LDLRAP1","1",25543606,25568886,1
"ENSG00000157985","AGAP1","2",235494043,236131793,1
"ENSG00000157992","KRTCAP3","2",27442366,27446481,1
"ENSG00000158006","PAFAH2","1",25959767,25998117,-1
"ENSG00000158008","EXTL1","1",26019884,26036464,1
"ENSG00000158019","BABAM2","2",27889941,28338901,1
"ENSG00000158023","CFAP251","12",121918592,122003927,1
"ENSG00000158042","MRPL17","11",6680385,6683340,-1
"ENSG00000158050","DUSP2","2",96143169,96145440,-1
"ENSG00000158055","GRHL3","1",24199558,24364482,1
"ENSG00000158062","UBXN11","1",26281328,26318363,-1
"ENSG00000158079","PTPDC1","9",94030794,94109856,1
"ENSG00000158089","GALNT14","2",30910467,31155202,-1
"ENSG00000158092","NCK1","3",136862208,136951606,1
"ENSG00000158106","RHPN1","8",143368876,143384221,1
"ENSG00000158109","TPRG1L","1",3625015,3630127,1
"ENSG00000158122","PRXL2C","9",96639577,96655317,-1
"ENSG00000158125","XDH","2",31334321,31414742,-1
"ENSG00000158156","XKR8","1",27959588,27968093,1
"ENSG00000158158","CNNM4","2",96760902,96811874,1
"ENSG00000158161","EYA3","1",27970344,28088637,-1
"ENSG00000158163","DZIP1L","3",138061990,138115818,-1
"ENSG00000158164","TMSB15A","X",102513682,102516739,-1
"ENSG00000158169","FANCC","9",95099054,95426796,-1
"ENSG00000158186","MRAS","3",138347648,138405534,1
"ENSG00000158195","WASF2","1",27404230,27490167,-1
"ENSG00000158201","ABHD3","18",21650901,21704780,-1
"ENSG00000158220","ESYT3","3",138434586,138481686,1
"ENSG00000158234","FAIM","3",138608606,138633376,1
"ENSG00000158246","TENT5B","1",27005020,27012850,-1
"ENSG00000158258","CLSTN2","3",139935185,140577397,1
"ENSG00000158270","COLEC12","18",316737,500722,-1
"ENSG00000158286","RNF207","1",6205475,6221299,1
"ENSG00000158290","CUL4B","X",120505920,120604074,-1
"ENSG00000158292","GPR153","1",6247353,6261098,-1
"ENSG00000158296","SLC13A3","20",46557823,46684467,-1
"ENSG00000158301","GPRASP2","X",102712445,102717733,1
"ENSG00000158321","AUTS2","7",69598296,70793506,1
"ENSG00000158352","SHROOM4","X",50586796,50814302,-1
"ENSG00000158373","H2BC5","6",26158122,26171349,1
"ENSG00000158402","CDC25C","5",138285269,138338355,-1
"ENSG00000158406","H4C8","6",26277609,26285638,-1
"ENSG00000158411","MITD1","2",99161427,99181058,-1
"ENSG00000158417","EIF5B","2",99337371,99401326,1
"ENSG00000158423","RIBC1","X",53422690,53431120,1
"ENSG00000158427","TMSB15B","X",103918896,103966712,1
"ENSG00000158435","CNOT11","2",101252886,101270316,1
"ENSG00000158445","KCNB1","20",49293394,49484297,-1
"ENSG00000158457","TSPAN33","7",129144707,129169699,1
"ENSG00000158458","NRG2","5",139846779,140043299,-1
"ENSG00000158467","AHCYL2","7",129225030,129430211,1
"ENSG00000158470","B4GALT5","20",49632945,49713878,-1
"ENSG00000158473","CD1D","1",158178030,158186427,1
"ENSG00000158480","SPATA2","20",49903391,49915529,-1
"ENSG00000158483","FAM86C1P","11",71787537,71799660,1
"ENSG00000158526","TSR2","X",54440404,54448032,1
"ENSG00000158528","PPP1R9A","7",94907202,95296415,1
"ENSG00000158545","ZC3H18","16",88570403,88631964,1
"ENSG00000158552","ZFAND2B","2",219195237,219209651,1
"ENSG00000158555","GDPD5","11",75434640,75525941,-1
"ENSG00000158560","DYNC1I1","7",95772506,96110322,1
"ENSG00000158604","TMED4","7",44577894,44582287,-1
"ENSG00000158615","PPP1R15B","1",204396492,204411887,-1
"ENSG00000158623","COPG2","7",130506238,130668748,-1
"ENSG00000158636","EMSY","11",76444923,76553031,1
"ENSG00000158669","GPAT4","8",41577187,41625001,1
"ENSG00000158691","ZSCAN12","6",28378955,28399747,-1
"ENSG00000158710","TAGLN2","1",159918107,159925507,-1
"ENSG00000158711","ELK4","1",205597556,205632011,-1
"ENSG00000158715","SLC45A3","1",205657851,205680509,-1
"ENSG00000158716","DUSP23","1",159780932,159782543,1
"ENSG00000158717","RNF166","16",88696499,88706408,-1
"ENSG00000158747","NBL1","1",19596979,19658456,1
"ENSG00000158764","ITLN2","1",160945025,160954809,-1
"ENSG00000158769","F11R","1",160995211,161021343,-1
"ENSG00000158773","USF1","1",161039251,161045977,-1
"ENSG00000158792","SPATA2L","16",89696357,89701705,-1
"ENSG00000158793","NIT1","1",161118086,161125445,1
"ENSG00000158796","DEDD","1",161120974,161132688,-1
"ENSG00000158805","ZNF276","16",89720400,89740925,1
"ENSG00000158813","EDA","X",69616067,70039472,1
"ENSG00000158815","FGF17","8",22042398,22048809,1
"ENSG00000158816","VWA5B1","1",20290875,20359518,1
"ENSG00000158825","CDA","1",20589086,20618903,1
"ENSG00000158828","PINK1","1",20633458,20651511,1
"ENSG00000158850","B4GALT3","1",161171310,161177968,-1
"ENSG00000158856","DMTN","8",22048995,22082527,1
"ENSG00000158859","ADAMTS4","1",161184302,161199054,-1
"ENSG00000158863","FHIP2B","8",22089150,22104911,1
"ENSG00000158864","NDUFS2","1",161197104,161214723,1
"ENSG00000158874","APOA2","1",161222292,161223631,-1
"ENSG00000158882","TOMM40L","1",161225939,161230746,1
"ENSG00000158887","MPZ","1",161304735,161309968,-1
"ENSG00000158941","CCAR2","8",22604757,22620964,1
"ENSG00000158955","WNT9B","17",46833201,46886730,1
"ENSG00000158966","CACHD1","1",64470129,64693058,1
"ENSG00000158985","CDC42SE2","5",131245493,131398447,1
"ENSG00000158987","RAPGEF6","5",131423921,131635231,-1
"ENSG00000159023","EPB41","1",28887091,29120046,1
"ENSG00000159055","MIS18A","21",32268228,32279049,-1
"ENSG00000159063","ALG8","11",78095244,78139660,-1
"ENSG00000159069","FBXW5","9",136940435,136944738,-1
"ENSG00000159079","CFAP298","21",32592079,32612603,-1
"ENSG00000159082","SYNJ1","21",32628759,32728040,-1
"ENSG00000159086","PAXBP1","21",32733899,32771792,-1
"ENSG00000159110","IFNAR2","21",33205282,33265675,1
"ENSG00000159111","MRPL10","17",47823272,47831541,-1
"ENSG00000159128","IFNGR2","21",33403413,33479348,1
"ENSG00000159131","GART","21",33503931,33543491,-1
"ENSG00000159140","SON","21",33543038,33577481,1
"ENSG00000159147","DONSON","21",33559542,33588706,-1
"ENSG00000159164","SV2A","1",149903318,149917844,-1
"ENSG00000159166","LAD1","1",201380833,201399915,-1
"ENSG00000159167","STC1","8",23841929,23854806,-1
"ENSG00000159173","TNNI1","1",201403768,201429866,-1
"ENSG00000159176","CSRP1","1",201483530,201509456,-1
"ENSG00000159199","ATP5MC1","17",48892765,48895871,1
"ENSG00000159200","RCAN1","21",34513142,34615113,-1
"ENSG00000159202","UBE2Z","17",48908407,48929056,1
"ENSG00000159208","CIART","1",150282543,150287093,1
"ENSG00000159210","SNF8","17",48929316,48944842,-1
"ENSG00000159212","CLIC6","21",34668994,34718227,1
"ENSG00000159214","CCDC24","1",43991359,43996528,1
"ENSG00000159216","RUNX1","21",34787801,36004667,-1
"ENSG00000159217","IGF2BP1","17",48997385,49056145,1
"ENSG00000159228","CBR1","21",36069941,36073166,1
"ENSG00000159231","CBR3","21",36135079,36146562,1
"ENSG00000159248","GJD2","15",34751032,34754998,-1
"ENSG00000159251","ACTC1","15",34790230,34795549,-1
"ENSG00000159256","MORC3","21",36320189,36386148,1
"ENSG00000159259","CHAF1B","21",36385392,36419015,1
"ENSG00000159267","HLCS","21",36748626,36990236,-1
"ENSG00000159289","GOLGA6A","15",74069857,74082550,-1
"ENSG00000159307","SCUBE1","22",43197280,43343372,-1
"ENSG00000159314","ARHGAP27","17",45393902,45434421,-1
"ENSG00000159322","ADPGK","15",72751294,72785846,-1
"ENSG00000159335","PTMS","12",6765516,6770952,1
"ENSG00000159346","ADIPOR1","1",202940826,202958572,-1
"ENSG00000159348","CYB5R1","1",202961873,202967275,-1
"ENSG00000159352","PSMD4","1",151254709,151267479,1
"ENSG00000159363","ATP13A2","1",16985958,17011928,-1
"ENSG00000159374","M1AP","2",74557883,74648338,-1
"ENSG00000159377","PSMB4","1",151399560,151401937,1
"ENSG00000159388","BTG2","1",203305491,203309602,1
"ENSG00000159399","HK2","2",74834127,74893359,1
"ENSG00000159403","C1R","12",7080214,7092540,-1
"ENSG00000159409","CELF3","1",151700058,151716803,-1
"ENSG00000159423","ALDH4A1","1",18871430,18902724,-1
"ENSG00000159433","STARD9","15",42575606,42720998,1
"ENSG00000159445","THEM4","1",151870866,151909637,-1
"ENSG00000159459","UBR1","15",42942897,43106113,-1
"ENSG00000159461","AMFR","16",56361452,56425545,-1
"ENSG00000159479","MED8","1",43383917,43389808,-1
"ENSG00000159579","RSPRY1","16",57186137,57240469,1
"ENSG00000159588","CCDC17","1",45620044,45624057,-1
"ENSG00000159592","GPBP1L1","1",45627304,45688113,-1
"ENSG00000159593","NAE1","16",66802875,66873256,-1
"ENSG00000159596","TMEM69","1",45688181,45694436,1
"ENSG00000159618","ADGRG5","16",57542643,57591681,1
"ENSG00000159625","DRC7","16",57694793,57731805,1
"ENSG00000159640","ACE","17",63477061,63498380,1
"ENSG00000159648","TEPP","16",57976435,57988116,1
"ENSG00000159658","EFCAB14","1",46674659,46719146,-1
"ENSG00000159674","SPON2","4",1166932,1208962,-1
"ENSG00000159685","CHCHD6","3",126704240,126960420,1
"ENSG00000159692","CTBP1","4",1211445,1250333,-1
"ENSG00000159712","ANKRD18CP","9",97156570,97221235,-1
"ENSG00000159713","TPPP3","16",67389809,67393518,-1
"ENSG00000159714","ZDHHC1","16",67394152,67416833,-1
"ENSG00000159720","ATP6V0D1","16",67438014,67481181,-1
"ENSG00000159733","ZFYVE28","4",2269582,2418651,-1
"ENSG00000159753","CARMIL2","16",67644988,67657569,1
"ENSG00000159761","C16orf86","16",67666814,67668757,1
"ENSG00000159784","FAM131B","7",143353400,143362770,-1
"ENSG00000159788","RGS12","4",3293021,3439913,1
"ENSG00000159792","PSKH1","16",67893254,67929676,1
"ENSG00000159840","ZYX","7",143381295,143391111,1
"ENSG00000159842","ABR","17",1003519,1229738,-1
"ENSG00000159873","CCDC117","22",28772674,28789301,1
"ENSG00000159882","ZNF230","19",44002957,44013924,1
"ENSG00000159884","CCDC107","9",35658290,35661511,1
"ENSG00000159885","ZNF222","19",44025342,44033110,1
"ENSG00000159899","NPR2","9",35791003,35809732,1
"ENSG00000159905","ZNF221","19",43951223,43967709,1
"ENSG00000159915","ZNF233","19",44259880,44275317,1
"ENSG00000159917","ZNF235","19",44228729,44305046,-1
"ENSG00000159921","GNE","9",36214441,36277042,-1
"ENSG00000159958","TNFRSF13C","22",41922032,41926806,-1
"ENSG00000160007","ARHGAP35","19",46860997,47005077,1
"ENSG00000160013","PTGIR","19",46620468,46625089,-1
"ENSG00000160014","CALM3","19",46601074,46610782,1
"ENSG00000160049","DFFA","1",10456522,10472529,-1
"ENSG00000160050","CCDC28B","1",32200595,32205453,1
"ENSG00000160051","IQCC","1",32205671,32208682,1
"ENSG00000160055","TMEM234","1",32214472,32222359,-1
"ENSG00000160058","BSDC1","1",32364633,32394731,-1
"ENSG00000160062","ZBTB8A","1",32539427,32605941,1
"ENSG00000160072","ATAD3B","1",1471765,1497848,1
"ENSG00000160075","SSU72","1",1541673,1574863,-1
"ENSG00000160087","UBE2J2","1",1253909,1273864,-1
"ENSG00000160094","ZNF362","1",33256492,33300719,1
"ENSG00000160097","FNDC5","1",32862268,32872482,-1
"ENSG00000160111","CPAMD8","19",16892951,17026815,-1
"ENSG00000160113","NR2F6","19",17231883,17245919,-1
"ENSG00000160117","ANKLE1","19",17281645,17287646,1
"ENSG00000160124","MIX23","3",122359591,122383231,-1
"ENSG00000160131","VMA21","X",151396515,151409364,1
"ENSG00000160145","KALRN","3",124033369,124726325,1
"ENSG00000160161","CILP2","19",19538248,19546659,1
"ENSG00000160172","FAM86C2P","11",67793196,67805313,-1
"ENSG00000160179","ABCG1","21",42199689,42297244,1
"ENSG00000160190","SLC37A1","21",42496008,42581440,1
"ENSG00000160191","PDE9A","21",42653621,42775509,1
"ENSG00000160193","WDR4","21",42843094,42879568,-1
"ENSG00000160194","NDUFV3","21",42879644,42913304,1
"ENSG00000160199","PKNOX1","21",42974510,43033931,1
"ENSG00000160200","CBS","21",43053191,43076943,-1
"ENSG00000160201","U2AF1","21",43092956,43107570,-1
"ENSG00000160207","HSF2BP","21",43529186,43659488,-1
"ENSG00000160208","RRP1B","21",43659560,43696079,1
"ENSG00000160209","PDXK","21",43719094,43762307,1
"ENSG00000160211","G6PD","X",154517825,154547572,-1
"ENSG00000160213","CSTB","21",43772511,43776330,-1
"ENSG00000160214","RRP1","21",43789513,43805293,1
"ENSG00000160216","AGPAT3","21",43865223,43987592,1
"ENSG00000160218","TRAPPC10","21",44012309,44106552,1
"ENSG00000160219","GAB3","X",154675249,154751583,-1
"ENSG00000160221","GATD3","21",44133610,44210114,1
"ENSG00000160223","ICOSLG","21",44215382,44241446,-1
"ENSG00000160224","AIRE","21",44285838,44298648,1
"ENSG00000160226","CFAP410","21",44328944,44339402,-1
"ENSG00000160229","ZNF66","19",20776304,20809995,1
"ENSG00000160233","LRRC3","21",44455510,44462196,1
"ENSG00000160255","ITGB2","21",44885953,44931989,-1
"ENSG00000160256","SLX9","21",44940012,44976989,1
"ENSG00000160271","RALGDS","9",133097720,133149334,-1
"ENSG00000160282","FTCD","21",46136160,46155579,-1
"ENSG00000160284","SPATC1L","21",46161148,46184476,-1
